variant_1	variant_2	n_diploid	n_haplotypes	r2_dosage	r2_phased	abs_Dprime_phased
snp31	snp37	57	114	0.698341456137	0.757483146067	0.893258426966
snp31	snp38	58	116	0.738557943067	0.806443473011	0.898021978022
snp31	snp39	57	114	0.677607009926	0.763884654671	0.896363636364
snp31	snp40	57	114	0.694450081169	0.750509635292	0.889855072464
snp31	snp41	58	116	0.593775593776	0.581538461538	0.84
snp31	snp42	57	114	0.273211555755	0.433458195339	0.826835443038
snp32	snp33	59	118	0.802589635854	0.852016319683	0.947132616487
snp32	snp34	59	118	0.801246549344	0.820668693009	1
snp32	snp35	60	120	0.531403336605	0.621542250853	0.89010989011
snp32	snp36	60	120	0.718100890208	0.771007566706	0.94623655914
snp32	snp37	59	118	0.777306738688	0.815984405458	1
snp32	snp38	60	120	0.871794871795	0.903846153846	1
snp32	snp39	59	118	0.812698412698	0.860520094563	1
snp32	snp40	59	118	0.816950823475	0.847561549572	0.945420906568
snp32	snp41	60	120	0.61769005848	0.668981481481	0.944444444444
snp32	snp42	59	118	0.375998106518	0.513911112072	0.940040650407
snp33	snp34	58	116	0.738199909543	0.774770943342	0.947272727273
snp33	snp35	59	118	0.475618004287	0.583359954673	0.840898876404
snp33	snp36	59	118	0.65781837786	0.727790425425	0.896263736264
snp33	snp37	58	116	0.711807913092	0.769041717177	0.945692883895
snp33	snp38	59	118	0.804546825723	0.856101701011	0.948695652174
snp33	snp39	58	116	0.744490061909	0.813613203276	0.947865168539
snp33	snp40	58	116	0.755496297231	0.800895295106	0.894927536232
snp33	snp41	59	118	0.559116051484	0.628428804171	0.892727272727
snp33	snp42	58	116	0.347578122947	0.498455181503	0.885432098765
snp34	snp35	59	118	0.402996281465	0.556201915094	0.763242375602
snp34	snp36	59	118	0.646205060657	0.696063724635	0.854320987654
snp34	snp37	58	116	0.687670366928	0.731334583331	0.85518102372
snp34	snp38	59	118	0.789906802135	0.819080134841	0.949572649573
snp34	snp39	58	116	0.73122291767	0.776345585334	0.902356902357
snp34	snp40	58	116	0.772210753156	0.808624427103	0.946296296296
snp34	snp41	59	118	0.539992661897	0.59645021645	0.808441558442
snp34	snp42	58	116	0.371723618748	0.504439484127	0.844642857143
snp35	snp36	60	120	0.499014277685	0.520400499266	0.7557997558
snp35	snp37	59	118	0.449882881729	0.546801816643	0.757201646091
snp35	snp38	60	120	0.617804697179	0.623909021731	0.847844463229
snp35	snp39	59	118	0.560972409657	0.662049947986	0.852684144819
snp35	snp40	59	118	0.496750964442	0.573714539007	0.836111111111
snp35	snp41	60	120	0.341666236248	0.501326259947	0.724137931034
snp35	snp42	59	118	0.159067010556	0.316139728619	0.652649285114
snp36	snp37	59	118	0.623444334079	0.688794421236	0.850380388842
snp36	snp38	60	120	0.712528700136	0.772979251359	0.900744416873
snp36	snp39	59	118	0.763776919741	0.732602223445	0.855921855922
snp36	snp40	59	118	0.670864848215	0.720632012145	0.893115942029
snp36	snp41	60	120	0.488052475402	0.560865525023	0.802469135802
snp36	snp42	59	118	0.398372050548	0.476984623326	0.840108401084
snp37	snp38	59	118	0.766742542231	0.814464531884	0.948131868132
snp37	snp39	58	116	0.705646137703	0.770888952911	0.899740708729
snp37	snp40	58	116	0.722059584839	0.76282071261	0.943961352657
snp37	snp41	59	118	0.533911626312	0.619183931882	0.805761316872
snp37	snp42	58	116	0.288465966333	0.435776414109	0.787837219936
snp38	snp39	59	118	0.806042530001	0.85985710066	0.950126796281
snp38	snp40	59	118	0.817703549061	0.852016319683	0.947132616487
snp38	snp41	60	120	0.603715170279	0.668303327878	0.897435897436
snp38	snp42	59	118	0.352612418602	0.509095358512	0.889305816135
snp39	snp40	58	116	0.760647078244	0.808624427103	0.946296296296
snp39	snp41	59	118	0.548539950439	0.630308580309	0.85101010101
snp39	snp42	58	116	0.328444523196	0.496428406291	0.840877914952
snp40	snp41	59	118	0.572735732595	0.619983457948	0.889513108614
snp40	snp42	58	116	0.411529829964	0.557173081322	0.941056910569
snp41	snp42	59	118	0.201308506439	0.342597211957	0.664227642276
